"","age","workclass","educationnum","maritalstatus","occupation","sex","hoursperweek","X50k"
"16949",35," Private",12,"NeverMarried"," Adm-clerical",1,40,1
"16950",65," Private",12,"DSW"," Sales",1,24,1
"16951",34," Private",12,"DSW"," Craft-repair",2,40,1
"16952",41," Private",14,"Married"," Sales",2,40,1
"16953",24," Self-emp-not-inc",13,"NeverMarried"," Farming-fishing",2,60,1
"16954",24," Private",12,"NeverMarried"," Other-service",2,35,1
"16955",34," Self-emp-inc",17,"NeverMarried"," Exec-managerial",1,45,2
"16956",33," Private",12,"Married"," Sales",2,40,2
"16957",37," Private",12,"NeverMarried"," Machine-op-inspct",2,38,1
"16958",39," Self-emp-not-inc",12,"Married"," Transport-moving",2,60,2
"16959",58," Private",12,"DSW"," Other-service",1,25,1
"16960",36," Self-emp-not-inc",12,"Married"," Craft-repair",2,35,1
"16961",33," gov",13,"Married"," Tech-support",1,40,1
"16962",42," gov",17,"Married"," Prof-specialty",2,55,1
"16963",31," Private",13,"NeverMarried"," Protective-serv",2,40,1
"16964",57," Private",12,"DSW"," Craft-repair",2,40,1
"16965",67," gov",12,"Married"," Tech-support",2,40,2
"16966",23," Private",12,"DSW"," Craft-repair",2,40,1
"16967",35," Private",13,"Married"," Prof-specialty",2,40,1
"16968",43," Private",16,"Married"," Prof-specialty",2,55,2
"16969",39," Self-emp-not-inc",13,"Married"," Farming-fishing",2,60,1
"16970",36," Private",12,"NeverMarried"," Craft-repair",2,40,1
"16971",29," gov",15,"DSW"," Other-service",1,13,1
"16972",25," Private",12,"NeverMarried"," Handlers-cleaners",2,40,1
"16973",54," Private",9,"DSW"," Transport-moving",2,45,2
"16974",24," Private",12,"Married"," Craft-repair",2,44,1
"16975",50," Self-emp-inc",16,"Married"," Sales",2,60,2
"16976",70," Private",9,"Married"," Machine-op-inspct",2,50,1
"16977",61," Private",16,"DSW"," Sales",2,48,2
"16978",51," gov",16,"Married"," Exec-managerial",2,40,1
"16979",38," Self-emp-not-inc",17,"Married"," Farming-fishing",2,70,1
"16980",51," Private",12,"DSW"," Prof-specialty",1,40,2
"16981",28," Private",12,"NeverMarried"," Other-service",2,40,1
"16982",66," Self-emp-not-inc",18,"Married"," Prof-specialty",2,25,2
"16983",57," Self-emp-inc",12,"DSW"," Farming-fishing",2,60,2
"16984",44," Self-emp-inc",16,"Married"," Sales",2,50,2
"16985",29," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"16986",21," Private",13,"NeverMarried"," Sales",1,40,1
"16987",42," Private",9,"Married"," Craft-repair",2,43,2
"16988",74," Private",18,"Married"," Prof-specialty",2,50,2
"16989",50," Private",13,"DSW"," Sales",1,40,1
"16990",65," Private",12,"DSW"," Other-service",1,14,1
"16991",44," Private",10,"DSW"," Other-service",1,30,1
"16992",34," Private",14,"Married"," Prof-specialty",2,50,2
"16993",17," Private",9,"NeverMarried"," Other-service",2,10,1
"16994",43," Private",13,"Married"," Transport-moving",2,60,1
"16995",32," Private",15,"DSW"," Adm-clerical",1,40,1
"16996",54," Private",16,"Married"," Sales",2,40,2
"16997",20," Private",13,"NeverMarried"," Adm-clerical",1,20,1
"16998",23," Private",13,"NeverMarried"," Prof-specialty",2,10,1
"16999",34," Private",12,"Married"," Other-service",2,45,1
"17000",30," Private",13,"NeverMarried"," Sales",2,20,1
"17001",32," Private",7,"Married"," Machine-op-inspct",2,40,1
"17002",40," Private",16,"Married"," Prof-specialty",2,60,2
"17003",28," Private",13,"NeverMarried"," Craft-repair",2,40,1
"17004",44," Private",12,"Married"," Craft-repair",2,45,2
"17005",29," gov",14,"Married"," Tech-support",1,35,2
"17006",28," Private",19,"NeverMarried"," Prof-specialty",2,50,1
"17007",37," Private",13,"Married"," Exec-managerial",2,40,1
"17008",56," Self-emp-inc",13,"Married"," Craft-repair",2,40,1
"17009",27," Private",16,"NeverMarried"," Prof-specialty",2,40,1
"17010",34," Private",12,"DSW"," Machine-op-inspct",1,20,1
"17011",37," Private",12,"DSW"," Craft-repair",2,40,1
"17012",66," Self-emp-not-inc",16,"Married"," Sales",2,40,2
"17013",19," Private",12,"NeverMarried"," Prof-specialty",2,30,1
"17014",60," Private",14,"DSW"," Prof-specialty",1,40,1
"17015",54," Self-emp-not-inc",13,"Married"," Transport-moving",2,30,1
"17016",47," Private",12,"Married"," Craft-repair",2,40,2
"17017",47," Private",13,"DSW"," Prof-specialty",2,48,2
"17018",48," Self-emp-inc",14,"Married"," Craft-repair",2,60,1
"17019",50," Self-emp-inc",13,"Married"," Exec-managerial",2,50,2
"17020",62," Private",8,"DSW"," Other-service",1,25,1
"17021",45," Private",13,"Married"," Other-service",2,40,1
"17022",55," gov",12,"Married"," Handlers-cleaners",2,40,1
"17023",62," Private",12,"DSW"," Sales",1,32,1
"17024",25," Private",9,"Married"," Machine-op-inspct",2,40,1
"17025",49," Private",10,"DSW"," Exec-managerial",1,38,1
"17026",32," gov",13,"NeverMarried"," Protective-serv",1,40,1
"17027",25," gov",12,"NeverMarried"," Handlers-cleaners",2,40,1
"17028",39," Private",13,"Married"," Machine-op-inspct",2,50,1
"17029",27," gov",13,"Married"," Exec-managerial",2,50,1
"17030",43," Private",12,"Married"," Other-service",2,40,2
"17031",30," Private",12,"DSW"," Other-service",1,40,1
"17032",21," Private",13,"NeverMarried"," Sales",1,20,1
"17033",33," Private",18,"Married"," Exec-managerial",1,40,2
"17034",33," Private",13,"NeverMarried"," Adm-clerical",2,50,1
"17035",33," Private",10,"NeverMarried"," Adm-clerical",1,38,1
"17036",70," Private",7,"DSW"," Other-service",1,35,1
"17037",25," Private",13,"NeverMarried"," Other-service",2,42,1
"17038",17," Private",10,"NeverMarried"," Other-service",2,25,1
"17039",20," Private",13,"NeverMarried"," Farming-fishing",2,40,1
"17040",19," Private",13,"NeverMarried"," Other-service",2,35,1
"17041",71," gov",13,"Married"," Exec-managerial",2,40,2
"17042",31," Private",15,"Married"," Exec-managerial",2,40,1
"17043",26," Private",16,"Married"," Sales",2,55,1
"17044",52," Private",17,"Married"," Exec-managerial",2,40,1
"17045",26," Private",16,"NeverMarried"," Exec-managerial",1,40,1
"17046",38," Private",12,"DSW"," Machine-op-inspct",2,45,1
"17047",25," Private",13,"NeverMarried"," Other-service",2,40,1
"17048",22," Private",16,"NeverMarried"," Prof-specialty",1,9,1
"17049",48," gov",13,"Married"," Protective-serv",2,40,2
"17050",53," Private",12,"Married"," Craft-repair",2,40,2
"17051",30," Self-emp-not-inc",15,"DSW"," Craft-repair",2,50,1
"17052",44," Private",13,"Married"," Craft-repair",2,60,2
"17053",32," gov",16,"Married"," Prof-specialty",2,56,2
"17054",59," Self-emp-not-inc",10,"Married"," Craft-repair",2,20,1
"17055",49," Private",13,"DSW"," Handlers-cleaners",1,40,1
"17056",31," Private",12,"NeverMarried"," Craft-repair",2,50,2
"17057",53," Private",6,"Married"," Craft-repair",2,40,2
"17058",44," Private",8,"NeverMarried"," Machine-op-inspct",2,40,1
"17059",36," Private",16,"Married"," Prof-specialty",2,55,2
"17060",36," Private",12,"NeverMarried"," Sales",1,40,1
"17061",37," Private",8,"Married"," Machine-op-inspct",2,50,2
"17062",67," Self-emp-inc",12,"Married"," Prof-specialty",1,30,2
"17063",29," Private",16,"NeverMarried"," Sales",2,40,1
"17064",52," Private",12,"DSW"," Sales",2,40,1
"17065",37," Private",12,"Married"," Craft-repair",2,40,1
"17066",21," Private",13,"NeverMarried"," Other-service",1,40,1
"17067",36," Private",13,"DSW"," Exec-managerial",1,38,1
"17068",24," Private",12,"NeverMarried"," Machine-op-inspct",1,30,1
"17069",31," Private",12,"NeverMarried"," Exec-managerial",2,40,1
"17070",54," gov",12,"DSW"," Adm-clerical",1,35,1
"17071",44," Private",16,"Married"," Tech-support",2,40,1
"17072",18," Private",13,"NeverMarried"," Handlers-cleaners",2,30,1
"17073",41," Private",12,"Married"," Transport-moving",1,40,1
"17074",37," Self-emp-inc",17,"DSW"," Exec-managerial",1,70,1
"17075",30," Private",12,"NeverMarried"," Other-service",2,40,1
"17076",26," gov",16,"NeverMarried"," Prof-specialty",2,20,1
"17077",68," Self-emp-not-inc",19,"Married"," Prof-specialty",2,50,1
"17078",31," Private",13,"Married"," Sales",2,40,1
"17079",48," Private",12,"DSW"," Craft-repair",2,40,1
"17080",26," Private",13,"Married"," Machine-op-inspct",2,40,1
"17081",63," Private",8,"Married"," Transport-moving",2,40,1
"17082",19," Private",13,"NeverMarried"," Machine-op-inspct",2,20,1
"17083",42," Self-emp-inc",12,"Married"," Sales",2,60,1
"17084",64," gov",15,"Married"," Other-service",2,40,2
"17085",32," Private",16,"NeverMarried"," Transport-moving",2,40,1
"17086",50," Private",12,"Married"," Craft-repair",2,47,1
"17087",73," Private",12,"Married"," Farming-fishing",2,40,1
"17088",32," Private",16,"NeverMarried"," Prof-specialty",1,40,1
"17089",53," Private",13,"Married"," Transport-moving",2,45,2
"17090",58," Private",16,"DSW"," Sales",2,40,1
"17091",37," gov",13,"Married"," Craft-repair",2,40,2
"17092",24," Private",13,"NeverMarried"," Craft-repair",2,15,1
"17093",53," Private",16,"Married"," Exec-managerial",2,50,2
"17094",23," Private",13,"NeverMarried"," Exec-managerial",1,40,1
"17095",30," Private",12,"Married"," Exec-managerial",1,40,1
"17096",38," Private",16,"NeverMarried"," Other-service",1,35,1
"17097",28," Private",12,"NeverMarried"," Craft-repair",2,40,1
"17098",19," Private",11,"NeverMarried"," Other-service",1,20,1
"17099",45," Private",12,"Married"," Machine-op-inspct",2,40,1
"17100",26," Private",16,"NeverMarried"," Adm-clerical",2,40,1
"17101",33," Private",8,"NeverMarried"," Sales",1,40,1
"17102",29," Private",12,"NeverMarried"," Farming-fishing",2,50,1
"17103",54," Private",17,"Married"," Exec-managerial",1,55,2
"17104",23," Private",13,"NeverMarried"," Exec-managerial",1,50,1
"17105",43," Self-emp-inc",12,"Married"," Sales",2,55,2
"17106",37," Private",8,"NeverMarried"," Priv-house-serv",1,30,1
"17107",31," Private",7,"Married"," Other-service",2,40,1
"17108",56," Self-emp-inc",11,"Married"," Exec-managerial",2,40,1
"17109",25," Private",10,"NeverMarried"," Craft-repair",2,40,1
"17110",17," Private",10,"NeverMarried"," Other-service",1,25,1
"17111",37," Private",12,"DSW"," Adm-clerical",1,68,1
"17112",60," Private",14,"Married"," Tech-support",2,40,1
"17113",59," gov",16,"Married"," Exec-managerial",1,40,1
"17114",59," gov",12,"Married"," Craft-repair",2,40,2
"17115",46," Self-emp-not-inc",18,"Married"," Prof-specialty",2,40,2
"17116",24," Private",12,"NeverMarried"," Craft-repair",2,50,1
"17117",29," Private",12,"Married"," Other-service",1,40,2
"17118",23," gov",13,"NeverMarried"," Protective-serv",2,40,1
"17119",20," Private",13,"NeverMarried"," Adm-clerical",2,25,1
"17120",60," Private",12,"DSW"," Other-service",1,44,1
"17121",44," Private",9,"NeverMarried"," Sales",1,35,1
"17122",18," Private",12,"NeverMarried"," Transport-moving",2,25,1
"17123",52," gov",11,"NeverMarried"," Other-service",1,40,1
"17124",31," Private",12,"DSW"," Craft-repair",2,45,1
"17125",30," Private",16,"DSW"," Prof-specialty",1,55,2
"17126",33," Private",12,"Married"," Handlers-cleaners",2,40,1
"17127",20," Private",13,"NeverMarried"," Other-service",1,32,1
"17128",33," Private",14,"DSW"," Adm-clerical",1,50,1
"17129",25," Private",12,"NeverMarried"," Other-service",1,35,1
"17130",63," Private",12,"DSW"," Craft-repair",1,20,1
"17131",63," Self-emp-not-inc",13,"DSW"," Exec-managerial",2,35,1
"17132",43," Private",12,"DSW"," Sales",1,30,1
"17133",58," Private",10,"DSW"," Machine-op-inspct",1,40,1
"17134",35," Private",14,"NeverMarried"," Adm-clerical",1,40,2
"17135",42," Private",13,"Married"," Exec-managerial",2,55,2
"17136",20," gov",13,"NeverMarried"," Protective-serv",2,25,1
"17137",35," Private",12,"DSW"," Craft-repair",2,40,1
"17138",62," Private",8,"Married"," Exec-managerial",2,40,1
"17139",41," Private",12,"DSW"," Craft-repair",1,50,1
"17140",43," Self-emp-not-inc",16,"Married"," Prof-specialty",1,35,1
"17141",19," Private",11,"NeverMarried"," Machine-op-inspct",2,40,1
"17142",46," Private",12,"NeverMarried"," Adm-clerical",1,40,1
"17143",47," Private",16,"Married"," Prof-specialty",2,50,2
"17144",36," Self-emp-not-inc",16,"Married"," Exec-managerial",2,40,2
"17145",45," Private",15,"NeverMarried"," Adm-clerical",1,40,1
"17146",48," Private",9,"Married"," Craft-repair",2,30,1
"17147",29," Private",15,"NeverMarried"," Adm-clerical",1,40,1
"17148",48," gov",16,"Married"," Exec-managerial",2,40,2
"17149",36," Private",12,"DSW"," Sales",1,25,1
"17150",58," Private",10,"Married"," Craft-repair",2,40,1
"17151",43," Private",12,"NeverMarried"," Adm-clerical",1,40,1
"17152",42," Private",16,"Married"," Exec-managerial",2,40,1
"17153",33," gov",14,"Married"," Tech-support",2,40,2
"17154",23," gov",13,"NeverMarried"," Armed-Forces",2,40,1
"17155",21," Private",13,"NeverMarried"," Handlers-cleaners",2,25,1
"17156",48," Private",6,"DSW"," Machine-op-inspct",1,40,1
"17157",32," gov",12,"Married"," Craft-repair",2,40,1
"17158",31," Private",13,"Married"," Adm-clerical",2,50,2
"17159",66," gov",17,"DSW"," Prof-specialty",1,40,1
"17160",23," gov",16,"NeverMarried"," Adm-clerical",2,32,1
"17161",52," Private",13,"Married"," Adm-clerical",1,35,2
"17162",17," Private",10,"NeverMarried"," Handlers-cleaners",2,15,1
"17163",35," Private",13,"Married"," Sales",2,43,2
"17164",39," Private",19,"Married"," Prof-specialty",2,55,2
"17165",24," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"17166",25," Private",12,"NeverMarried"," Craft-repair",2,50,1
"17167",29," gov",16,"NeverMarried"," Prof-specialty",2,40,1
"17168",56," Private",16,"Married"," Adm-clerical",2,44,2
"17169",34," Self-emp-not-inc",12,"DSW"," Farming-fishing",2,40,1
"17170",64," gov",12,"DSW"," Craft-repair",2,40,2
"17171",27," Private",12,"Married"," Adm-clerical",2,39,1
"17172",47," Private",12,"DSW"," Machine-op-inspct",2,40,1
"17173",36," Private",16,"Married"," Tech-support",2,42,2
"17174",44," gov",12,"DSW"," Machine-op-inspct",2,40,1
"17175",31," Private",12,"NeverMarried"," Farming-fishing",1,60,1
"17176",23," Private",12,"Married"," Adm-clerical",1,35,1
"17177",45," gov",13,"Married"," Prof-specialty",2,50,2
"17178",31," gov",12,"NeverMarried"," Machine-op-inspct",2,64,1
"17179",45," Private",9,"Married"," Craft-repair",2,60,1
"17180",42," Private",12,"NeverMarried"," Adm-clerical",1,35,1
"17181",33," Private",15,"Married"," Prof-specialty",2,40,2
"17182",33," gov",17,"Married"," Prof-specialty",1,40,1
"17183",30," Self-emp-not-inc",13,"Married"," Adm-clerical",1,20,2
"17184",25," Private",13,"NeverMarried"," Machine-op-inspct",2,42,1
"17185",33," Private",17,"NeverMarried"," Exec-managerial",1,32,1
"17186",70," Self-emp-not-inc",17,"Married"," Exec-managerial",2,8,2
"17187",22," Private",8,"NeverMarried"," Transport-moving",2,40,1
"17188",30," Private",16,"Married"," Sales",2,40,2
"17189",46," Private",15,"Married"," Exec-managerial",2,50,2
"17190",43," Self-emp-not-inc",11,"Married"," Transport-moving",2,60,1
"17191",37," Private",7,"NeverMarried"," Machine-op-inspct",1,25,1
"17192",59," Self-emp-inc",13,"Married"," Exec-managerial",2,60,2
"17193",51," Self-emp-not-inc",12,"NeverMarried"," Farming-fishing",2,45,1
"17194",47," Private",16,"Married"," Exec-managerial",2,65,1
"17195",36," Private",13,"Married"," Exec-managerial",2,60,1
"17196",73," gov",6,"Married"," Prof-specialty",2,6,1
"17197",32," gov",17,"NeverMarried"," Prof-specialty",1,40,1
"17198",34," Private",12,"Married"," Sales",2,50,1
"17199",51," gov",12,"Married"," Transport-moving",2,40,1
"17200",20," Private",12,"NeverMarried"," Machine-op-inspct",1,45,1
"17201",57," Private",13,"Married"," Other-service",2,40,1
"17202",19," Private",13,"NeverMarried"," Other-service",2,20,1
"17203",45," Private",11,"Married"," Sales",2,40,2
"17204",55," Private",9,"Married"," Craft-repair",2,40,1
"17205",60," Private",13,"Married"," Craft-repair",2,40,1
"17206",19," Private",12,"NeverMarried"," Farming-fishing",2,40,1
"17207",35," Private",12,"Married"," Tech-support",2,40,1
"17208",20," Private",12,"NeverMarried"," Machine-op-inspct",1,30,1
"17209",34," gov",16,"NeverMarried"," Prof-specialty",2,15,1
"17210",26," Private",18,"Married"," Prof-specialty",2,40,2
"17211",73," gov",13,"DSW"," Tech-support",1,40,1
"17212",27," Private",17,"Married"," Prof-specialty",2,55,1
"17213",73," Self-emp-not-inc",12,"Married"," Sales",2,40,1
"17214",46," gov",14,"Married"," Tech-support",2,40,2
"17215",36," gov",12,"NeverMarried"," Adm-clerical",2,40,1
"17216",54," Self-emp-not-inc",12,"Married"," Farming-fishing",2,60,2
"17217",49," Private",10,"Married"," Other-service",2,50,1
"17218",68," gov",12,"Married"," Farming-fishing",2,40,1
"17219",34," Private",16,"NeverMarried"," Exec-managerial",2,50,1
"17220",30," Private",14,"NeverMarried"," Prof-specialty",2,40,1
"17221",28," Private",16,"NeverMarried"," Sales",2,50,1
"17222",28," Private",10,"Married"," Exec-managerial",2,50,2
"17223",25," gov",13,"Married"," Other-service",2,40,1
"17224",26," Private",13,"NeverMarried"," Machine-op-inspct",2,40,1
"17225",40," Private",13,"Married"," Tech-support",2,55,2
"17226",32," gov",12,"DSW"," Adm-clerical",1,40,1
"17227",18," Private",11,"NeverMarried"," Priv-house-serv",1,30,1
"17228",36," Private",16,"Married"," Prof-specialty",2,40,1
"17229",26," Private",16,"NeverMarried"," Prof-specialty",1,40,1
"17230",24," Private",12,"NeverMarried"," Prof-specialty",1,45,1
"17231",20," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"17232",27," Private",16,"DSW"," Tech-support",2,50,1
"17233",58," gov",16,"DSW"," Prof-specialty",1,50,1
"17234",37," Private",17,"Married"," Exec-managerial",2,40,2
"17235",28," Private",12,"NeverMarried"," Exec-managerial",2,40,1
"17236",36," gov",16,"DSW"," Prof-specialty",1,60,1
"17237",45," gov",12,"Married"," Craft-repair",2,40,2
"17238",23," Private",12,"NeverMarried"," Sales",2,48,1
"17239",69," gov",12,"Married"," Exec-managerial",2,35,1
"17240",58," Self-emp-not-inc",12,"Married"," Exec-managerial",2,40,1
"17241",22," Private",12,"NeverMarried"," Adm-clerical",2,20,1
"17242",58," Self-emp-not-inc",16,"Married"," Farming-fishing",2,35,1
"17243",53," gov",13,"Married"," Protective-serv",2,60,2
"17244",44," Self-emp-inc",12,"Married"," Farming-fishing",2,60,1
"17245",31," Private",9,"NeverMarried"," Other-service",2,40,1
"17246",46," Private",16,"DSW"," Machine-op-inspct",1,40,1
"17247",48," Private",12,"Married"," Other-service",2,40,1
"17248",46," gov",13,"DSW"," Adm-clerical",1,40,1
"17249",43," Private",8,"NeverMarried"," Machine-op-inspct",1,40,1
"17250",43," Private",13,"DSW"," Adm-clerical",1,40,1
"17251",17," Self-emp-inc",9,"NeverMarried"," Sales",2,15,1
"17252",20," Private",13,"NeverMarried"," Sales",2,40,1
"17253",22," Private",13,"NeverMarried"," Prof-specialty",1,35,1
"17254",35," Private",13,"DSW"," Other-service",1,40,1
"17255",29," Private",16,"NeverMarried"," Tech-support",2,40,1
"17256",25," Private",12,"NeverMarried"," Craft-repair",2,35,1
"17257",54," Private",9,"Married"," Machine-op-inspct",2,40,1
